,Location,FIPS,Category,"% Change in Mortality Rate, 1980-201",1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,Premium
773,Oklahoma,40,Self-harm and interpersonal violence,4.76,25.07,25.12,24.87,26.57,23.09,24.46,25.16,26.26,25.28,25.33,Increase
774,Oklahoma,40,Neoplasms,-5.15,226.45,227.78,230.72,236.31,229.06,222.69,212.33,214.79,214.83,212.56,Decrease
775,Oklahoma,40,Transport injuries,-33.17,31.72,27.36,27.16,26.11,25.48,25.45,21.95,21.2,20.1,18.83,Decrease
776,Oklahoma,40,Neglected tropical diseases and malaria,72.64,0.06,0.06,0.05,0.04,0.05,0.1,0.1,0.1,0.1,0.11,Increase
777,Oregon,41,Neonatal disorders,-68.87,7.14,5.23,4.48,3.36,3.19,3.12,2.55,2.22,1.12,0.5,Decrease
778,Oregon,41,HIV/AIDS and tuberculosis,-6.64,1.28,1.78,6.8,9.85,2.78,2.25,1.47,1.19,2.2,1.93,Decrease
779,Oregon,41,Musculoskeletal disorders,42.64,2.7,2.93,3.19,3.67,4.27,4.18,3.8,3.85,4.43,4.62,Increase
780,Oregon,41,"Diabetes, urogenital, blood, and endocrine diseases",78.97,31.65,34.1,37.46,43.47,50.99,55.64,54.47,56.65,63.71,67.74,Increase
781,Oregon,41,Digestive diseases,0.82,16.33,16.83,16.58,16.78,16.87,16.78,16.28,16.47,16.56,16.54,Decrease
782,Oregon,41,Chronic respiratory diseases,22.62,45.13,47.66,49.48,53.96,58.51,58.28,56.01,55.33,60.76,62.48,Increase
783,Oregon,41,Neurological disorders,-7.63,124.86,120.35,119.98,122.2,121.85,118.32,116.6,115.32,115.07,113.99,Decrease
784,Oregon,41,Cirrhosis and other chronic liver diseases,21.81,16.33,15.41,14.68,14.57,15.11,17.16,18.94,19.89,19.22,19.82,Increase
785,Oregon,41,Mental and substance use disorders,175.87,5.4,5.7,7.23,8.38,10.47,13.52,14.62,14.9,17.1,18.67,Increase
786,Oregon,41,"Forces of nature, war, and legal intervention",-78.63,0.4,0.3,0.27,0.22,0.28,1.55,0.4,0.08,0.55,0.58,Increase
787,Oregon,41,Unintentional injuries,-2.45,23.05,21.75,20.09,20.41,20.69,21.53,22.23,22.49,21.7,21.73,Increase
788,Oregon,41,Nutritional deficiencies,-27.72,1.54,1.53,1.54,1.59,1.58,1.24,1.09,1.12,1.08,1.01,Decrease
789,Oregon,41,"Other communicable, maternal, neonatal, and nutritional diseases",-6.46,1.78,2.01,2.56,3.15,3.36,2.34,1.64,1.66,2.14,2.11,Decrease
790,Oregon,41,Cardiovascular diseases,-50.37,436.77,410.87,352.71,328.13,300.33,256.84,219.11,216.79,164.44,130.94,Decrease
791,Oregon,41,"Diarrhea, lower respiratory, and other common infectious diseases",-51.26,38.37,36.24,34.37,31.62,26.75,22.64,19.53,18.7,14.53,11.42,Decrease
792,Oregon,41,Maternal disorders,39.36,0.15,0.14,0.18,0.19,0.17,0.22,0.22,0.21,0.23,0.25,Increase
793,Oregon,41,Other non-communicable diseases,-33.28,8.97,8.59,8.19,7.25,6.75,6.59,6.09,5.98,5.23,4.77,Decrease
794,Oregon,41,Self-harm and interpersonal violence,-2.53,23.07,22.85,22.43,22.39,20.32,21.04,21.55,22.48,21.11,20.91,Decrease
795,Oregon,41,Neoplasms,-11.6,220.44,222.24,220.37,222.69,213.96,204.31,193.73,194.87,191.3,186.8,Decrease
796,Oregon,41,Transport injuries,-60.05,29.43,25.42,22.38,20.66,18.33,16.47,12.71,11.76,8.54,6.07,Decrease
797,Oregon,41,Neglected tropical diseases and malaria,15.54,0.02,0.02,0.02,0.01,0.02,0.03,0.03,0.03,0.03,0.03,Increase
798,Pennsylvania,42,Neonatal disorders,-62.19,10.13,7.58,6.64,5.22,5.07,5.11,4.31,3.83,2.49,1.72,Decrease
799,Pennsylvania,42,HIV/AIDS and tuberculosis,43.23,1.31,2.12,8.02,12.88,4.69,3.7,2.38,1.87,3.77,3.58,Decrease
800,Pennsylvania,42,Musculoskeletal disorders,-1.03,2.71,2.73,2.84,3.12,3.32,3.15,2.73,2.69,2.96,2.98,Increase
801,Pennsylvania,42,"Diabetes, urogenital, blood, and endocrine diseases",5.61,54.51,54.76,55.27,58.66,62.09,61.46,56.86,57.57,60.54,61.18,Increase
802,Pennsylvania,42,Digestive diseases,-27.75,20.01,19.44,18.33,17.76,16.88,16.03,14.76,14.46,13.46,12.62,Decrease
803,Pennsylvania,42,Chronic respiratory diseases,11.11,44.98,45.11,45.22,49.24,53.09,52.37,50.0,49.98,53.29,54.3,Increase
804,Pennsylvania,42,Neurological disorders,34.4,70.26,71.59,73.92,77.07,85.37,91.85,91.68,94.43,99.79,103.74,Increase
805,Pennsylvania,42,Cirrhosis and other chronic liver diseases,-23.61,20.46,18.51,16.7,15.68,15.1,15.87,15.87,15.63,14.04,13.45,Decrease
806,Pennsylvania,42,Mental and substance use disorders,445.83,3.03,3.31,4.7,6.15,8.4,11.63,14.17,16.56,17.71,19.76,Increase
807,Pennsylvania,42,"Forces of nature, war, and legal intervention",-85.01,0.2,0.35,0.13,0.13,0.14,0.65,0.13,0.03,0.18,0.17,Decrease
808,Pennsylvania,42,Unintentional injuries,-10.39,23.14,21.5,19.86,19.66,19.72,20.38,20.76,20.73,19.7,19.48,Decrease
809,Pennsylvania,42,Nutritional deficiencies,-48.5,1.89,1.77,1.69,1.71,1.62,1.2,0.98,0.97,0.84,0.7,Decrease
810,Pennsylvania,42,"Other communicable, maternal, neonatal, and nutritional diseases",-14.92,1.39,1.53,1.87,2.42,2.62,1.71,1.23,1.19,1.57,1.54,Decrease
811,Pennsylvania,42,Cardiovascular diseases,-52.07,555.8,502.37,431.14,402.81,364.2,312.35,267.41,266.37,195.17,152.37,Decrease
812,Pennsylvania,42,"Diarrhea, lower respiratory, and other common infectious diseases",-10.31,36.39,36.71,36.68,38.16,37.57,35.59,32.48,32.64,33.03,32.42,Decrease
813,Pennsylvania,42,Maternal disorders,33.04,0.25,0.22,0.24,0.21,0.22,0.31,0.33,0.33,0.34,0.35,Increase
814,Pennsylvania,42,Other non-communicable diseases,-44.72,10.23,9.41,8.71,7.58,6.75,6.34,5.76,5.65,4.43,3.74,Decrease
815,Pennsylvania,42,Self-harm and interpersonal violence,-10.38,21.77,20.34,20.67,20.35,18.34,19.5,19.06,19.52,18.46,18.13,Decrease
816,Pennsylvania,42,Neoplasms,-21.74,258.77,253.99,245.8,243.29,229.95,217.94,203.23,202.51,192.05,183.19,Decrease
817,Pennsylvania,42,Transport injuries,-42.61,20.82,18.24,17.42,16.2,15.57,15.22,12.67,11.95,10.81,9.65,Decrease
818,Pennsylvania,42,Neglected tropical diseases and malaria,6.7,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0.03,0.03,0.03,Increase
819,Rhode Island,44,Neonatal disorders,-59.59,8.71,6.75,5.87,4.55,4.69,4.62,4.14,3.52,2.52,1.89,Decrease
820,Rhode Island,44,HIV/AIDS and tuberculosis,30.58,1.18,1.91,7.16,11.08,4.12,3.08,2.08,1.54,3.17,2.98,Decrease
821,Rhode Island,44,Musculoskeletal disorders,-7.41,2.38,2.38,2.43,2.61,2.82,2.55,2.23,2.2,2.37,2.36,Decrease
822,Rhode Island,44,"Diabetes, urogenital, blood, and endocrine diseases",-4.31,49.17,49.65,48.25,49.83,53.96,52.53,48.5,47.05,49.67,49.63,Decrease
823,Rhode Island,44,Digestive diseases,-22.08,20.84,20.27,18.95,18.78,18.27,17.14,16.4,16.24,15.28,14.6,Decrease
824,Rhode Island,44,Chronic respiratory diseases,33.06,35.5,37.03,38.0,43.11,47.57,48.52,47.2,47.24,52.08,54.09,Increase
825,Rhode Island,44,Neurological disorders,41.39,78.97,83.79,84.81,86.16,94.0,98.61,98.89,111.66,111.05,115.26,Increase
826,Rhode Island,44,Cirrhosis and other chronic liver diseases,-25.03,20.72,18.68,16.72,16.25,15.66,15.81,16.18,15.53,14.15,13.53,Decrease
827,Rhode Island,44,Mental and substance use disorders,270.88,4.76,4.38,4.81,4.72,6.34,8.84,14.92,17.64,16.69,18.55,Increase
828,Rhode Island,44,"Forces of nature, war, and legal intervention",-84.04,0.16,0.17,0.1,0.12,0.1,0.61,0.1,0.03,0.19,0.19,Increase
829,Rhode Island,44,Unintentional injuries,8.85,19.29,17.8,17.08,16.71,17.98,19.78,20.5,21.0,20.63,21.05,Increase
830,Rhode Island,44,Nutritional deficiencies,-52.83,1.44,1.45,1.27,1.34,1.22,0.85,0.71,0.68,0.56,0.44,Decrease
831,Rhode Island,44,"Other communicable, maternal, neonatal, and nutritional diseases",-16.33,1.62,1.83,2.13,2.71,3.04,1.96,1.38,1.35,1.77,1.72,Decrease
832,Rhode Island,44,Cardiovascular diseases,-50.98,488.19,452.34,392.82,360.42,326.44,286.55,241.13,239.33,179.61,142.1,Decrease
833,Rhode Island,44,"Diarrhea, lower respiratory, and other common infectious diseases",-1.29,29.55,32.38,32.04,33.0,36.57,31.4,33.77,29.17,32.55,32.62,Increase
834,Rhode Island,44,Maternal disorders,5.01,0.21,0.17,0.16,0.13,0.16,0.21,0.24,0.22,0.22,0.23,Increase
835,Rhode Island,44,Other non-communicable diseases,-43.41,8.6,7.79,7.23,6.36,5.58,5.34,4.76,4.87,3.76,3.19,Decrease
836,Rhode Island,44,Self-harm and interpersonal violence,-12.15,18.26,16.83,17.56,16.69,15.66,16.31,16.0,16.04,15.36,15.07,Decrease
837,Rhode Island,44,Neoplasms,-22.86,249.88,245.38,237.6,234.43,220.23,206.38,194.65,192.76,181.88,172.81,Decrease
838,Rhode Island,44,Transport injuries,-50.19,15.78,13.44,12.48,11.12,10.75,10.47,8.85,7.86,6.8,5.79,Decrease
839,Rhode Island,44,Neglected tropical diseases and malaria,41.47,0.04,0.03,0.02,0.02,0.03,0.05,0.05,0.05,0.05,0.05,Increase
840,South Carolina,45,Neonatal disorders,-62.74,12.25,9.23,7.94,6.26,6.16,6.11,5.12,4.56,2.92,1.97,Decrease
841,South Carolina,45,HIV/AIDS and tuberculosis,156.93,1.55,2.68,10.75,17.98,7.13,6.24,4.41,3.97,6.9,6.92,Increase
842,South Carolina,45,Musculoskeletal disorders,-0.75,3.3,3.33,3.48,3.78,4.08,3.81,3.33,3.27,3.61,3.62,Increase
843,South Carolina,45,"Diabetes, urogenital, blood, and endocrine diseases",9.27,58.77,58.49,60.66,66.35,71.84,71.41,65.76,64.22,70.7,72.04,Increase
844,South Carolina,45,Digestive diseases,-27.15,22.34,21.5,20.35,19.83,19.07,18.01,16.71,16.27,15.28,14.4,Decrease
845,South Carolina,45,Chronic respiratory diseases,65.13,38.49,41.58,45.33,52.15,59.13,60.99,61.53,63.56,70.48,74.4,Increase
846,South Carolina,45,Neurological disorders,39.58,88.39,93.2,96.92,104.21,116.52,121.15,124.1,123.38,134.44,140.2,Increase
847,South Carolina,45,Cirrhosis and other chronic liver diseases,7.48,19.09,18.28,17.4,16.99,17.54,18.96,20.27,20.51,19.98,20.27,Increase
848,South Carolina,45,Mental and substance use disorders,88.53,7.16,6.4,6.94,7.18,8.85,11.68,14.12,13.5,14.78,15.95,Increase
849,South Carolina,45,"Forces of nature, war, and legal intervention",-83.71,0.29,0.27,0.25,0.18,0.22,1.08,0.22,0.05,0.35,0.36,Increase
850,South Carolina,45,Unintentional injuries,-29.77,31.21,27.29,24.39,23.05,22.61,23.11,22.29,21.92,19.43,18.31,Decrease
851,South Carolina,45,Nutritional deficiencies,-4.88,2.14,2.21,2.26,2.54,2.72,2.18,1.96,2.03,2.14,2.12,Decrease
852,South Carolina,45,"Other communicable, maternal, neonatal, and nutritional diseases",-19.73,1.87,2.09,2.47,3.01,3.31,2.16,1.51,1.5,1.91,1.84,Decrease
853,South Carolina,45,Cardiovascular diseases,-52.32,556.12,507.44,442.44,415.63,376.18,315.71,271.31,265.14,198.9,155.6,Decrease
854,South Carolina,45,"Diarrhea, lower respiratory, and other common infectious diseases",-17.75,38.67,39.3,37.66,38.61,36.85,34.47,31.92,31.8,31.0,29.85,Decrease
855,South Carolina,45,Maternal disorders,15.23,0.38,0.33,0.33,0.27,0.29,0.4,0.44,0.43,0.42,0.43,Increase
856,South Carolina,45,Other non-communicable diseases,-40.92,11.61,10.77,10.23,9.01,8.18,7.65,7.04,6.86,5.68,4.96,Decrease
857,South Carolina,45,Self-harm and interpersonal violence,-11.3,26.21,24.85,24.95,23.54,21.68,22.66,22.47,23.25,21.49,20.99,Decrease
858,South Carolina,45,Neoplasms,-12.07,237.45,236.89,237.2,239.75,230.86,219.75,208.35,208.8,205.71,200.9,Decrease
859,South Carolina,45,Transport injuries,-36.17,33.49,30.3,29.16,27.47,27.53,27.02,22.43,21.38,20.36,18.8,Decrease
860,South Carolina,45,Neglected tropical diseases and malaria,-28.73,0.05,0.04,0.03,0.02,0.03,0.04,0.04,0.04,0.03,0.03,Decrease
861,South Dakota,46,Neonatal disorders,-65.5,8.35,6.29,5.38,4.14,3.97,3.97,3.28,2.88,1.69,1.0,Decrease
862,South Dakota,46,HIV/AIDS and tuberculosis,4.21,0.69,0.89,3.49,5.93,1.71,1.39,0.88,0.72,1.41,1.28,Decrease
863,South Dakota,46,Musculoskeletal disorders,41.76,2.97,3.2,3.5,4.03,4.64,4.6,4.13,4.21,4.83,5.04,Increase
864,South Dakota,46,"Diabetes, urogenital, blood, and endocrine diseases",40.89,36.11,37.74,39.9,44.64,49.9,52.55,50.46,50.88,56.53,59.04,Increase
865,South Dakota,46,Digestive diseases,-12.35,18.51,18.54,17.96,17.94,17.64,17.34,16.27,16.22,15.97,15.62,Decrease
866,South Dakota,46,Chronic respiratory diseases,48.98,36.54,39.4,41.25,46.7,52.36,54.36,53.64,54.44,60.27,63.15,Increase
867,South Dakota,46,Neurological disorders,6.79,80.29,81.34,81.44,84.18,88.17,87.14,87.13,85.74,89.15,90.2,Increase
868,South Dakota,46,Cirrhosis and other chronic liver diseases,12.25,16.18,15.65,14.93,14.76,15.22,16.76,17.72,18.17,17.79,18.15,Increase
869,South Dakota,46,Mental and substance use disorders,105.99,4.22,4.04,4.38,4.81,5.64,7.57,8.63,8.69,9.46,10.23,Increase
870,South Dakota,46,"Forces of nature, war, and legal intervention",-77.6,0.32,0.33,0.27,0.23,0.24,1.27,0.32,0.07,0.45,0.46,Increase
871,South Dakota,46,Unintentional injuries,-4.29,25.52,23.69,22.3,21.85,21.87,23.54,24.1,24.43,23.31,23.29,Decrease
872,South Dakota,46,Nutritional deficiencies,-45.08,1.89,1.85,1.76,1.85,1.77,1.31,1.08,1.04,0.97,0.83,Decrease
873,South Dakota,46,"Other communicable, maternal, neonatal, and nutritional diseases",-16.27,1.29,1.46,1.92,2.49,2.43,1.61,1.1,1.08,1.44,1.39,Decrease
874,South Dakota,46,Cardiovascular diseases,-49.6,461.57,426.51,374.3,349.91,320.52,274.57,236.23,232.64,180.11,145.8,Decrease
875,South Dakota,46,"Diarrhea, lower respiratory, and other common infectious diseases",-31.25,38.97,39.34,38.24,38.09,34.17,30.96,27.34,26.79,25.08,23.04,Decrease
876,South Dakota,46,Maternal disorders,55.22,0.2,0.18,0.24,0.28,0.24,0.32,0.31,0.3,0.34,0.36,Increase
877,South Dakota,46,Other non-communicable diseases,-27.37,9.35,8.82,8.64,7.73,7.25,7.21,6.8,6.79,6.07,5.68,Decrease
878,South Dakota,46,Self-harm and interpersonal violence,6.54,18.97,18.71,19.33,19.27,17.55,18.81,19.56,20.21,19.57,19.68,Increase
879,South Dakota,46,Neoplasms,-12.39,212.7,213.37,211.13,213.92,204.96,196.96,186.14,186.34,183.25,178.82,Decrease
880,South Dakota,46,Transport injuries,-35.66,30.24,26.78,26.12,24.96,24.22,23.81,20.37,19.46,18.32,16.95,Decrease
881,South Dakota,46,Neglected tropical diseases and malaria,113.16,0.08,0.08,0.07,0.06,0.08,0.16,0.16,0.17,0.18,0.19,Increase
882,Tennessee,47,Neonatal disorders,-57.72,9.8,7.57,6.72,5.39,5.46,5.4,4.62,4.14,3.02,2.32,Decrease
883,Tennessee,47,HIV/AIDS and tuberculosis,116.03,1.25,1.93,7.51,13.21,5.29,4.54,3.18,2.7,4.93,4.92,Decrease
884,Tennessee,47,Musculoskeletal disorders,6.93,3.27,3.33,3.48,3.85,4.22,4.01,3.54,3.49,3.89,3.95,Increase
885,Tennessee,47,"Diabetes, urogenital, blood, and endocrine diseases",42.34,47.08,49.1,51.88,58.15,66.26,69.12,66.35,67.02,74.67,78.07,Increase
886,Tennessee,47,Digestive diseases,-14.16,20.4,20.17,19.42,19.42,19.24,18.62,17.62,17.51,17.15,16.72,Decrease
887,Tennessee,47,Chronic respiratory diseases,58.43,41.9,44.75,47.84,53.96,61.51,64.07,64.21,66.39,72.99,76.86,Increase
888,Tennessee,47,Neurological disorders,42.8,79.7,81.54,90.57,95.28,101.19,106.32,109.77,113.8,120.47,125.62,Increase
889,Tennessee,47,Cirrhosis and other chronic liver diseases,30.31,15.19,14.93,14.63,14.6,15.46,17.34,18.92,19.79,19.63,20.36,Increase
890,Tennessee,47,Mental and substance use disorders,315.99,4.2,4.01,4.83,5.96,7.99,12.94,16.07,17.46,18.8,20.93,Increase
891,Tennessee,47,"Forces of nature, war, and legal intervention",-78.99,0.32,0.3,0.24,0.23,0.23,1.2,0.34,0.07,0.44,0.45,Increase
892,Tennessee,47,Unintentional injuries,-8.73,27.98,25.53,23.96,23.54,23.79,24.93,25.6,25.54,24.38,24.22,Decrease
893,Tennessee,47,Nutritional deficiencies,3.88,1.8,1.87,1.94,2.25,2.54,2.07,1.83,1.87,2.07,2.08,Increase
894,Tennessee,47,"Other communicable, maternal, neonatal, and nutritional diseases",-15.15,1.94,2.2,2.74,3.41,3.64,2.4,1.66,1.65,2.16,2.09,Decrease
895,Tennessee,47,Cardiovascular diseases,-42.09,531.74,498.17,448.87,431.4,408.07,351.91,308.92,307.95,259.43,225.78,Decrease
896,Tennessee,47,"Diarrhea, lower respiratory, and other common infectious diseases",-0.22,38.09,40.38,41.3,43.71,43.21,39.32,37.22,38.01,38.93,38.66,Decrease
897,Tennessee,47,Maternal disorders,38.27,0.24,0.22,0.26,0.25,0.24,0.32,0.35,0.34,0.36,0.38,Increase
898,Tennessee,47,Other non-communicable diseases,-31.77,10.46,9.73,9.49,8.36,7.72,7.55,7.11,7.14,6.15,5.64,Decrease
899,Tennessee,47,Self-harm and interpersonal violence,-8.02,26.85,25.6,26.63,25.62,23.39,24.78,24.03,24.69,23.55,23.19,Decrease
900,Tennessee,47,Neoplasms,-7.09,238.64,239.67,240.43,244.89,237.53,228.93,218.84,221.72,219.66,216.52,Decrease
901,Tennessee,47,Transport injuries,-31.59,29.41,26.86,26.48,25.83,25.35,24.49,21.0,20.12,19.54,18.34,Decrease
902,Tennessee,47,Neglected tropical diseases and malaria,6.79,0.05,0.04,0.03,0.02,0.03,0.06,0.05,0.05,0.05,0.05,Increase
903,Texas,48,Neonatal disorders,-62.09,8.07,6.07,5.31,3.93,3.87,3.96,3.42,3.06,1.9,1.28,Decrease
904,Texas,48,HIV/AIDS and tuberculosis,124.66,1.43,2.76,11.89,16.31,6.0,5.21,3.71,3.21,5.61,5.45,Decrease
905,Texas,48,Musculoskeletal disorders,4.29,2.95,3.05,3.23,3.54,3.82,3.59,3.12,3.07,3.43,3.46,Increase
906,Texas,48,"Diabetes, urogenital, blood, and endocrine diseases",19.98,50.69,52.11,54.82,59.83,64.77,65.18,60.93,60.81,66.73,68.53,Increase
907,Texas,48,Digestive diseases,-33.23,20.98,20.27,19.14,18.41,17.35,16.11,14.64,14.01,12.95,11.91,Decrease
908,Texas,48,Chronic respiratory diseases,29.38,40.91,43.25,45.71,51.23,55.38,55.03,53.75,52.93,58.81,60.82,Increase
909,Texas,48,Neurological disorders,37.24,75.6,79.07,84.17,89.95,99.64,101.32,100.51,103.75,111.33,115.68,Increase
910,Texas,48,Cirrhosis and other chronic liver diseases,13.87,18.31,17.88,17.26,17.15,17.51,19.57,20.45,20.85,20.65,21.11,Increase
911,Texas,48,Mental and substance use disorders,210.56,3.26,3.49,4.06,4.61,6.29,8.95,10.22,10.12,11.63,12.79,Increase
912,Texas,48,"Forces of nature, war, and legal intervention",-87.17,0.35,0.35,0.26,0.3,0.28,1.14,0.25,0.05,0.37,0.37,Increase
913,Texas,48,Unintentional injuries,-29.95,26.3,23.47,20.54,19.19,18.97,19.53,19.16,18.42,16.41,15.46,Decrease
914,Texas,48,Nutritional deficiencies,4.42,1.84,1.95,2.05,2.3,2.47,2.05,1.9,1.93,2.09,2.1,Increase
915,Texas,48,"Other communicable, maternal, neonatal, and nutritional diseases",-21.33,2.09,2.39,2.86,3.58,3.7,2.43,1.68,1.64,2.12,2.03,Decrease
916,Texas,48,Cardiovascular diseases,-46.72,490.07,455.26,407.55,383.86,358.87,303.41,264.92,261.1,210.71,176.28,Decrease
917,Texas,48,"Diarrhea, lower respiratory, and other common infectious diseases",-12.51,36.79,37.95,37.96,35.77,35.64,33.34,31.85,32.19,31.08,30.16,Decrease
918,Texas,48,Maternal disorders,89.4,0.23,0.22,0.28,0.25,0.27,0.39,0.44,0.44,0.47,0.51,Increase
919,Texas,48,Other non-communicable diseases,-32.91,9.41,8.88,8.63,7.84,7.19,6.9,6.36,6.31,5.54,5.06,Decrease
920,Texas,48,Self-harm and interpersonal violence,-41.75,31.57,29.41,27.4,23.24,19.54,19.98,18.92,18.39,14.41,12.38,Decrease
921,Texas,48,Neoplasms,-20.86,232.94,229.82,227.06,224.92,211.71,198.72,185.97,184.35,176.71,168.88,Decrease
922,Texas,48,Transport injuries,-43.62,29.68,25.37,23.12,21.55,21.33,20.45,17.16,16.73,14.43,12.76,Decrease
923,Texas,48,Neglected tropical diseases and malaria,37.56,0.06,0.05,0.04,0.03,0.05,0.09,0.08,0.08,0.08,0.09,Increase
924,Utah,49,Neonatal disorders,-64.25,6.24,4.57,3.76,3.0,2.93,2.89,2.53,2.23,1.32,0.84,Decrease
925,Utah,49,HIV/AIDS and tuberculosis,-30.11,0.96,1.18,4.25,7.14,1.93,1.42,0.92,0.67,1.4,1.19,Decrease
926,Utah,49,Musculoskeletal disorders,35.69,4.08,4.3,4.67,5.4,6.29,6.06,5.56,5.54,6.39,6.65,Increase
927,Utah,49,"Diabetes, urogenital, blood, and endocrine diseases",43.61,41.9,43.35,46.79,52.5,58.9,60.1,58.42,60.18,66.14,69.11,Increase
928,Utah,49,Digestive diseases,-24.63,21.77,21.1,20.15,19.61,18.9,17.86,16.76,16.4,15.49,14.69,Decrease
929,Utah,49,Chronic respiratory diseases,15.42,39.74,41.15,42.07,45.45,48.65,47.96,46.51,45.87,49.53,50.61,Increase
930,Utah,49,Neurological disorders,-10.82,123.86,126.38,113.0,115.67,121.1,118.8,106.69,110.45,107.91,105.9,Decrease
931,Utah,49,Cirrhosis and other chronic liver diseases,-2.68,15.0,14.23,13.29,12.83,12.83,13.7,14.28,14.6,13.77,13.76,Decrease
932,Utah,49,Mental and substance use disorders,375.75,3.23,3.72,4.7,5.71,7.19,10.25,13.46,15.35,16.08,17.88,Increase
933,Utah,49,"Forces of nature, war, and legal intervention",-80.31,0.4,0.36,0.26,0.26,0.33,1.34,0.34,0.08,0.47,0.48,Increase
934,Utah,49,Unintentional injuries,-6.04,24.24,22.86,20.7,20.92,21.13,22.64,23.16,22.78,22.16,22.13,Decrease
935,Utah,49,Nutritional deficiencies,-16.13,2.3,2.42,2.33,2.58,2.57,2.01,1.84,1.93,1.9,1.82,Decrease
936,Utah,49,"Other communicable, maternal, neonatal, and nutritional diseases",-16.03,1.58,1.8,2.18,2.82,2.91,1.97,1.39,1.33,1.77,1.71,Decrease
937,Utah,49,Cardiovascular diseases,-42.88,400.05,373.51,323.81,305.5,287.36,250.67,225.28,228.5,182.57,156.63,Decrease
938,Utah,49,"Diarrhea, lower respiratory, and other common infectious diseases",-30.01,40.84,39.95,38.3,41.06,35.54,30.97,29.8,28.58,26.84,24.89,Decrease
939,Utah,49,Maternal disorders,92.33,0.16,0.16,0.22,0.27,0.23,0.31,0.31,0.31,0.36,0.38,Increase
940,Utah,49,Other non-communicable diseases,-32.61,9.38,8.86,8.44,7.41,7.02,6.86,6.31,6.32,5.47,5.0,Decrease
941,Utah,49,Self-harm and interpersonal violence,16.19,23.59,23.79,25.0,25.0,24.21,26.69,26.43,27.4,27.63,28.15,Increase
942,Utah,49,Neoplasms,-8.81,169.24,168.73,168.09,171.66,165.21,158.56,151.99,154.32,151.52,148.86,Decrease
943,Utah,49,Transport injuries,-56.45,29.07,24.63,21.88,20.46,19.02,16.86,13.7,12.66,9.82,7.61,Decrease
944,Utah,49,Neglected tropical diseases and malaria,77.79,0.04,0.04,0.03,0.03,0.03,0.06,0.07,0.07,0.07,0.08,Increase
945,Vermont,50,Neonatal disorders,-71.58,7.31,5.26,4.41,3.29,3.1,2.97,2.41,2.08,0.89,0.23,Decrease
946,Vermont,50,HIV/AIDS and tuberculosis,-32.25,0.8,1.06,3.99,6.03,1.65,1.23,0.71,0.54,1.13,0.94,Decrease
947,Vermont,50,Musculoskeletal disorders,24.27,2.75,2.86,3.07,3.5,3.94,3.78,3.4,3.42,3.87,3.99,Increase
948,Vermont,50,"Diabetes, urogenital, blood, and endocrine diseases",9.42,44.4,44.4,45.18,49.17,52.24,52.3,49.02,48.58,52.28,53.19,Increase
949,Vermont,50,Digestive diseases,-16.64,20.91,20.64,19.74,19.8,19.3,18.54,17.49,17.43,16.86,16.34,Decrease
950,Vermont,50,Chronic respiratory diseases,13.86,49.23,50.85,51.81,56.58,60.84,59.98,56.56,56.05,60.87,62.12,Increase
951,Vermont,50,Neurological disorders,-15.96,121.29,116.69,115.66,112.22,112.32,107.71,107.03,101.94,100.74,98.27,Decrease
952,Vermont,50,Cirrhosis and other chronic liver diseases,-33.53,18.46,16.68,14.76,13.65,12.84,12.88,12.69,12.27,10.54,9.71,Decrease
953,Vermont,50,Mental and substance use disorders,278.1,3.19,3.27,3.97,4.85,6.32,8.92,11.09,12.06,13.0,14.4,Increase
954,Vermont,50,"Forces of nature, war, and legal intervention",-70.98,0.18,0.21,0.16,0.17,0.18,1.01,0.22,0.05,0.36,0.38,Increase
955,Vermont,50,Unintentional injuries,9.23,24.53,23.02,21.72,22.36,23.21,24.97,25.94,26.79,26.26,26.75,Increase
956,Vermont,50,Nutritional deficiencies,-14.4,1.8,1.85,1.86,2.06,2.1,1.65,1.46,1.54,1.56,1.5,Decrease
957,Vermont,50,"Other communicable, maternal, neonatal, and nutritional diseases",-13.38,1.3,1.42,1.8,2.31,2.38,1.62,1.13,1.13,1.47,1.43,Decrease
958,Vermont,50,Cardiovascular diseases,-53.95,472.06,432.4,369.27,345.81,308.75,257.37,220.6,217.4,155.76,117.49,Decrease
959,Vermont,50,"Diarrhea, lower respiratory, and other common infectious diseases",-52.48,42.58,39.6,38.19,35.53,30.22,25.54,21.26,20.24,16.04,12.57,Decrease
960,Vermont,50,Maternal disorders,3.62,0.17,0.15,0.17,0.17,0.16,0.2,0.19,0.18,0.19,0.2,Increase
961,Vermont,50,Other non-communicable diseases,-34.9,7.77,7.31,6.9,6.23,5.75,5.51,5.18,5.06,4.38,3.97,Decrease
962,Vermont,50,Self-harm and interpersonal violence,-4.06,19.41,18.8,18.87,18.51,16.72,17.32,17.78,18.62,17.34,17.14,Decrease
963,Vermont,50,Neoplasms,-21.42,238.13,233.63,228.32,227.43,214.07,200.88,188.47,187.11,178.4,170.32,Decrease
964,Vermont,50,Transport injuries,-52.72,24.22,20.69,19.28,17.82,16.27,15.37,12.42,11.45,9.47,7.76,Decrease
965,Vermont,50,Neglected tropical diseases and malaria,14.52,0.03,0.03,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,Increase
